City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Nyurba,RU,2022-05-18 17:29:07,63.2842,118.3319,42.26,74,63,8.43
275,Sycow,PL,2022-05-18 17:29:08,51.3081,17.7198,61.29,49,5,2.8
276,Ouadda,CF,2022-05-18 17:29:08,8.0777,22.4007,69.71,96,100,7.34
277,Alekseyevsk,RU,2022-05-18 17:29:09,57.8406,108.3492,57.11,81,57,7.23
278,Ankeny,US,2022-05-18 17:29:09,41.7297,-93.6058,72.19,79,75,6.91
279,Fos-Sur-Mer,FR,2022-05-18 17:29:10,43.4377,4.9446,82.65,60,0,14.97
280,Burtunay,RU,2022-05-18 17:29:10,42.9886,46.6303,50.02,84,18,5.5
281,Aquiraz,BR,2022-05-18 17:29:11,-3.9014,-38.3911,86.09,74,86,10.54
282,El Alto,PE,2022-05-18 17:29:11,-4.2714,-81.2147,76.66,64,100,10.63
283,Rio Gallegos,AR,2022-05-18 17:29:12,-51.6226,-69.2181,42.85,87,20,3.44
284,Masty,BY,2022-05-18 17:29:12,53.4122,24.5387,53.85,69,11,8.39
285,Tutoia,BR,2022-05-18 17:29:13,-2.7619,-42.2744,84.24,71,100,13.89
286,Margate,GB,2022-05-18 17:29:13,51.3813,1.3862,67.1,69,100,3.0
287,Ponta Do Sol,PT,2022-05-18 17:29:14,32.6667,-17.1,72.72,79,71,3.6
288,Lodwar,KE,2022-05-18 17:29:15,3.1191,35.5973,90.34,33,93,12.03
289,San Giorgio Del Sannio,IT,2022-05-18 17:29:15,41.0696,14.8522,73.44,44,0,10.45
290,Hofn,IS,2022-05-18 17:19:31,64.2539,-15.2082,46.42,87,100,6.91
291,Qaqortoq,GL,2022-05-18 17:29:16,60.7167,-46.0333,38.61,78,15,7.38
292,Linjiang,CN,2022-05-18 17:29:16,41.8069,126.9078,47.39,94,12,2.57
293,La Rioja,ES,2022-05-18 17:28:47,42.25,-2.5,82.18,32,100,5.57
294,Muros,ES,2022-05-18 17:19:34,42.7762,-9.0603,71.69,69,78,4.61
295,Cadillac,US,2022-05-18 17:29:18,44.2519,-85.4012,53.51,62,100,10.36
296,Wanning,CN,2022-05-18 17:29:18,18.8003,110.3967,76.69,88,100,6.15
297,Pedasi,PA,2022-05-18 17:29:19,7.5333,-80.0333,77.68,84,100,5.99
298,Fort Wayne,US,2022-05-18 17:28:47,41.1306,-85.1289,64.04,86,100,9.22
299,Noumea,NC,2022-05-18 17:28:44,-22.2763,166.4572,77.0,99,7,7.11
300,Manggar,ID,2022-05-18 17:29:20,-2.8833,108.2667,81.41,81,46,3.87
301,Zalantun,CN,2022-05-18 17:29:20,48.0,122.7167,54.37,58,72,4.34
302,Northam,GB,2022-05-18 17:29:21,51.0333,-4.2167,57.61,89,100,20.54
303,Nemuro,JP,2022-05-18 17:29:21,43.3236,145.575,41.83,96,67,15.66
304,Ayan,RU,2022-05-18 17:29:22,56.45,138.1667,30.47,97,90,3.78
305,Loukhi,RU,2022-05-18 17:29:22,66.0764,33.0381,40.75,56,94,9.51
306,Arles,FR,2022-05-18 17:29:23,43.6768,4.6303,79.0,61,0,12.66
307,Bhainsa,IN,2022-05-18 17:29:23,26.9548,76.9012,95.94,11,1,3.18
308,Nandu,CN,2022-05-18 17:29:24,22.8525,110.8233,70.88,90,58,1.86
309,Sandpoint,US,2022-05-18 17:29:24,48.2766,-116.5533,49.98,87,100,3.44
310,Key West,US,2022-05-18 17:29:25,24.5557,-81.7826,89.6,60,40,9.22
311,Tilichiki,RU,2022-05-18 17:29:25,60.4667,166.1,31.44,96,97,1.3
312,Faya,SA,2022-05-18 17:29:26,18.3851,42.4509,77.11,18,20,10.36
313,Ferrol,ES,2022-05-18 17:24:33,43.4832,-8.2369,65.35,76,99,4.97
314,Norman Wells,CA,2022-05-18 17:29:27,65.282,-126.8329,35.64,93,100,10.36
315,Kargasok,RU,2022-05-18 17:29:27,59.0556,80.8572,59.81,59,100,7.87
316,Vestmannaeyjar,IS,2022-05-18 17:29:28,63.4427,-20.2734,49.19,87,75,5.75
317,Alexandria,EG,2022-05-18 17:24:47,31.2156,29.9553,73.36,60,0,10.36
318,Naze,JP,2022-05-18 17:30:29,28.3667,129.4833,70.72,78,83,11.63
319,Havoysund,NO,2022-05-18 17:30:29,70.9963,24.6622,35.83,72,100,13.11
320,Haines Junction,CA,2022-05-18 17:30:30,60.7522,-137.5108,44.17,51,17,4.68
321,Kamenka,RU,2022-05-18 17:30:30,51.3223,42.7678,50.43,77,91,4.81
322,Colares,PT,2022-05-18 17:30:31,38.7992,-9.4469,76.68,55,20,19.57
323,Yeppoon,AU,2022-05-18 17:30:31,-23.1333,150.7333,69.58,85,5,8.5
324,Sebinkarahisar,TR,2022-05-18 17:30:32,40.2883,38.4236,57.31,52,32,0.76
325,Cockburn Town,TC,2022-05-18 17:30:32,21.4612,-71.1419,80.55,84,49,9.28
326,Mattru,SL,2022-05-18 17:30:33,7.6244,-11.8332,79.92,89,88,4.81
327,Jega,NG,2022-05-18 17:30:33,12.2175,4.3792,101.28,16,4,4.79
328,Katobu,ID,2022-05-18 17:30:34,-4.9408,122.5276,75.09,95,100,4.72
329,Aklavik,CA,2022-05-18 17:30:34,68.2191,-135.0107,30.2,80,100,13.8
330,Plettenberg Bay,ZA,2022-05-18 17:30:35,-34.0527,23.3716,65.55,75,100,3.83
331,Bridlington,GB,2022-05-18 17:30:35,54.0831,-0.1919,68.9,81,100,17.49
332,Sompeta,IN,2022-05-18 17:30:36,18.9333,84.6,84.24,80,99,11.48
333,Uruzgan,AF,2022-05-18 17:30:36,32.8333,66.0,74.48,12,1,6.26
334,Paita,PE,2022-05-18 17:30:37,-5.0892,-81.1144,74.41,65,93,11.95
335,Nizhniy Ingash,RU,2022-05-18 17:30:37,56.2,96.53,58.14,80,100,5.01
336,Umm Lajj,SA,2022-05-18 17:30:38,25.0213,37.2685,81.25,64,0,8.12
337,Padang,ID,2022-05-18 17:30:38,-0.9492,100.3543,71.65,80,50,3.49
338,Olafsvik,IS,2022-05-18 17:30:40,64.8945,-23.7142,47.98,81,100,9.71
339,Lujiang,CN,2022-05-18 17:30:40,31.2581,117.2817,69.93,56,100,5.14
340,Sloboda,RU,2022-05-18 17:30:41,51.1421,40.3021,48.25,85,44,5.93
341,Oussouye,SN,2022-05-18 17:30:42,12.485,-16.5469,95.18,54,86,9.89
342,Kaohsiung,TW,2022-05-18 17:28:50,22.6163,120.3133,79.03,85,75,4.61
343,La Ronge,CA,2022-05-18 17:26:04,55.1001,-105.2842,55.65,35,75,5.75
344,Dingle,PH,2022-05-18 17:30:43,10.9995,122.6711,78.28,88,96,2.62
345,Angoche,MZ,2022-05-18 17:30:43,-16.2325,39.9086,74.05,79,2,5.79
346,Sikonge,TZ,2022-05-18 17:30:43,-5.6333,32.7667,70.63,48,79,5.44
347,Maningrida,AU,2022-05-18 17:30:44,-12.0667,134.2667,69.17,79,35,6.91
348,Charters Towers,AU,2022-05-18 17:30:44,-20.1,146.2667,68.79,77,43,10.31
349,Alice Springs,AU,2022-05-18 17:30:45,-23.7,133.8833,62.15,39,100,5.75
350,Aviles,ES,2022-05-18 17:30:45,43.5547,-5.9248,62.92,69,75,3.44
351,Denison,US,2022-05-18 17:27:03,33.7557,-96.5367,86.09,61,96,5.99
352,Ilhabela,BR,2022-05-18 17:30:46,-23.7781,-45.3581,67.23,48,7,17.31
353,Izhevskoye,RU,2022-05-18 17:30:46,54.5567,40.8703,48.22,72,100,9.13
354,Jeremie,HT,2022-05-18 17:30:47,18.65,-74.1167,84.04,71,100,3.69
355,Mar Del Plata,AR,2022-05-18 17:28:04,-38.0023,-57.5575,53.62,67,75,9.22
356,Camacha,PT,2022-05-18 17:30:48,33.0833,-16.3333,67.42,73,75,9.22
357,Mossendjo,CG,2022-05-18 17:30:48,-2.9506,12.7261,71.13,98,54,1.72
358,Kulhudhuffushi,MV,2022-05-18 17:30:48,6.6221,73.07,83.82,76,100,19.89
359,Port Lincoln,AU,2022-05-18 17:30:49,-34.7333,135.8667,55.74,71,7,10.47
360,Natal,BR,2022-05-18 17:29:39,-5.795,-35.2094,86.65,70,75,12.66
361,Okha,RU,2022-05-18 17:30:50,53.5739,142.9478,32.5,96,100,13.44
362,Havre-Saint-Pierre,CA,2022-05-18 17:30:50,50.2334,-63.5986,43.16,93,100,4.61
363,Trotwood,US,2022-05-18 17:30:51,39.7973,-84.3113,73.44,68,75,9.22
364,Bajil,YE,2022-05-18 17:30:51,15.0584,43.2851,91.54,43,52,3.74
365,Berlevag,NO,2022-05-18 17:30:52,70.8578,29.0864,33.75,80,75,24.16
366,Makakilo City,US,2022-05-18 17:31:52,21.3469,-158.0858,79.12,80,40,13.8
367,Norden,DE,2022-05-18 17:31:53,53.6,7.2,69.78,94,93,7.27
368,Saint-Georges,GD,2022-05-18 17:31:53,12.0564,-61.7485,85.68,70,20,24.16
369,Ambilobe,MG,2022-05-18 17:31:54,-13.2,49.05,72.46,80,45,4.21
370,Zambezi,ZM,2022-05-18 17:31:54,-13.5432,23.1047,65.26,52,27,3.53
371,Biloela,AU,2022-05-18 17:31:55,-24.4167,150.5,59.13,59,51,8.01
372,Safranbolu,TR,2022-05-18 17:31:55,41.2508,32.6942,56.34,89,43,6.53
373,Vilhena,BR,2022-05-18 17:31:56,-12.7406,-60.1458,71.82,30,0,14.97
374,Caraballeda,VE,2022-05-18 17:31:57,10.6112,-66.8522,93.87,56,40,4.61
375,Yerbogachen,RU,2022-05-18 17:31:58,61.2767,108.0108,51.84,82,97,10.87
376,Teya,RU,2022-05-18 17:31:58,60.3778,92.6267,49.24,88,15,3.49
377,Polis,CY,2022-05-18 17:31:59,35.0367,32.4264,69.62,75,0,4.34
378,Zhigansk,RU,2022-05-18 17:31:59,66.7697,123.3711,22.21,98,19,4.61
379,Cody,US,2022-05-18 17:32:00,44.5263,-109.0565,65.64,34,0,5.99
380,Sant Feliu De Guixols,ES,2022-05-18 17:27:33,41.7833,3.0333,79.92,48,55,8.55
381,Caravelas,BR,2022-05-18 17:32:00,-17.7125,-39.2481,84.54,56,94,2.8
382,Nome,US,2022-05-18 17:32:01,64.5011,-165.4064,30.27,86,100,0.0
383,Den Helder,NL,2022-05-18 17:32:01,52.9599,4.7593,64.96,68,100,4.61
384,Raudeberg,NO,2022-05-18 17:32:02,61.9875,5.1352,55.96,78,62,21.12
385,Muravlenko,RU,2022-05-18 17:32:03,63.7898,74.523,51.13,61,77,10.58
386,Slave Lake,CA,2022-05-18 17:32:03,55.2834,-114.769,51.78,43,100,6.91
387,Kaeo,NZ,2022-05-18 17:32:04,-35.1,173.7833,66.33,97,100,12.12
388,Makat,KZ,2022-05-18 17:32:04,47.6469,53.3463,62.56,47,100,17.56
389,Barra Patuca,HN,2022-05-18 17:32:05,15.8,-84.2833,85.37,69,63,9.06
390,Okato,NZ,2022-05-18 17:32:05,-39.2,173.8833,63.18,80,73,11.01
391,Kenai,US,2022-05-18 17:32:06,60.5544,-151.2583,55.02,57,0,4.61
392,Saint-Joseph,RE,2022-05-18 17:32:07,-21.3667,55.6167,73.78,74,30,12.46
393,La Esperanza,GT,2022-05-18 17:32:07,14.8667,-91.5667,71.08,78,75,6.91
394,Urumqi,CN,2022-05-18 17:30:04,43.801,87.6005,70.75,23,0,4.47
395,Mazamari,PE,2022-05-18 17:32:08,-11.3258,-74.5308,72.25,74,100,1.25
396,Araouane,ML,2022-05-18 17:32:09,18.9048,-3.5265,100.11,4,8,7.58
397,Andapa,MG,2022-05-18 17:32:09,-14.65,49.65,63.41,99,82,3.18
398,Bay City,US,2022-05-18 17:31:43,43.5945,-83.8889,53.71,80,100,5.75
399,Kavieng,PG,2022-05-18 17:32:10,-2.5744,150.7967,81.86,77,16,7.36
400,Erdenet,MN,2022-05-18 17:32:10,49.0333,104.0833,54.27,43,6,1.41
401,Berdsk,RU,2022-05-18 17:32:11,54.7551,83.0967,62.2,63,100,5.82
402,Mount Gambier,AU,2022-05-18 17:31:44,-37.8333,140.7667,47.48,85,71,2.13
403,Loudi,CN,2022-05-18 17:32:12,27.7344,111.9944,62.58,86,99,3.18
404,Eyl,SO,2022-05-18 17:32:12,7.9803,49.8164,81.68,74,89,17.94
405,Luoyang,CN,2022-05-18 17:32:13,34.6836,112.4536,66.85,57,100,4.21
406,Kindu,CD,2022-05-18 17:32:13,-2.95,25.95,70.83,92,73,2.55
407,Manokwari,ID,2022-05-18 17:32:14,-0.8667,134.0833,77.95,84,82,3.71
408,Temba,ZA,2022-05-18 17:32:14,-25.3803,28.2631,64.11,46,68,11.5
409,Upington,ZA,2022-05-18 17:33:15,-28.4478,21.2561,64.78,39,20,6.91
410,Alta Floresta,BR,2022-05-18 17:33:15,-9.8756,-56.0861,80.42,32,0,9.22
411,Sola,VU,2022-05-18 17:33:16,-13.8833,167.55,79.86,79,30,4.92
412,Pochutla,MX,2022-05-18 17:33:17,15.7432,-96.4661,90.82,40,97,9.17
413,Westport,US,2022-05-18 17:31:20,41.1415,-73.3579,71.44,33,0,14.97
414,Lokosovo,RU,2022-05-18 17:33:17,61.1333,74.8167,53.22,83,87,6.91
415,Jacareacanga,BR,2022-05-18 17:33:18,-6.2222,-57.7528,80.64,57,100,4.54
416,Gornopravdinsk,RU,2022-05-18 17:33:18,60.05,69.9,52.56,82,100,5.06
417,Nerekhta,RU,2022-05-18 17:33:19,57.4588,40.5747,48.09,92,60,5.97
418,Sakakah,SA,2022-05-18 17:33:20,29.9697,40.2064,92.77,13,53,8.5
419,Aktash,RU,2022-05-18 17:33:20,50.3,87.7333,47.01,46,49,1.68
420,Porangatu,BR,2022-05-18 17:33:21,-13.4408,-49.1486,80.87,21,45,11.25
421,Rawson,AR,2022-05-18 17:33:21,-43.3002,-65.1023,66.2,16,68,18.95
422,Saint George,US,2022-05-18 17:30:16,37.1041,-113.5841,86.79,22,1,3.0
423,Rincon,US,2022-05-18 17:33:22,32.296,-81.2354,90.86,37,40,14.97
424,Dukat,RU,2022-05-18 17:33:22,62.55,155.55,27.57,93,100,5.21
425,Khalkhal,IR,2022-05-18 17:33:23,37.6189,48.5258,51.57,76,78,2.13
426,San Juan,AR,2022-05-18 17:33:23,-31.5375,-68.5364,63.59,23,0,4.38
427,Islamkot,PK,2022-05-18 17:33:24,24.6997,70.177,84.07,63,0,14.14
428,Pozo Colorado,PY,2022-05-18 17:33:25,-23.4923,-58.7972,65.28,34,0,8.12
429,Tukrah,LY,2022-05-18 17:33:25,32.5341,20.5791,67.86,75,0,8.72
430,Gari,RU,2022-05-18 17:33:26,59.4307,62.3497,47.41,89,49,5.79
431,Belaya Gora,RU,2022-05-18 17:33:26,68.5333,146.4167,30.07,99,100,8.41
432,Waingapu,ID,2022-05-18 17:33:27,-9.6567,120.2641,77.63,87,91,5.82
433,Carutapera,BR,2022-05-18 17:33:27,-1.195,-46.02,84.61,73,76,8.32
434,Saint Anthony,US,2022-05-18 17:33:27,45.0205,-93.218,71.92,62,0,8.05
435,Elko,US,2022-05-18 17:33:28,41.0002,-115.5012,70.05,28,52,10.0
436,Cortez,US,2022-05-18 17:33:28,37.3489,-108.5859,76.69,22,0,0.0
437,Chandpur,IN,2022-05-18 17:33:29,29.15,78.2667,91.83,15,18,2.93
438,Hovd,MN,2022-05-18 17:33:30,48.0056,91.6419,58.55,45,26,6.11
439,Kati,ML,2022-05-18 17:33:30,12.7441,-8.0726,105.21,8,25,8.12
440,Gandai,IN,2022-05-18 17:33:30,21.6667,81.1,89.96,41,98,13.69
441,Tomatlan,MX,2022-05-18 17:33:31,19.9333,-105.25,91.99,27,12,9.66
442,Klyuchi,RU,2022-05-18 17:33:31,52.2667,79.1667,67.64,57,98,1.97
443,Talcahuano,CL,2022-05-18 17:33:32,-36.7167,-73.1167,51.48,82,100,9.22
444,Aldan,RU,2022-05-18 17:33:32,58.6031,125.3894,33.78,99,100,2.77
445,Ohaeawai,NZ,2022-05-18 17:33:33,-35.3509,173.8822,64.81,97,100,7.72
446,Chimore,BO,2022-05-18 17:33:33,-16.9833,-65.1333,75.47,45,84,3.33
447,Koungou,YT,2022-05-18 17:33:34,-12.7336,45.2042,80.31,74,20,4.61
448,Praya,CV,2022-05-18 17:33:34,14.9215,-23.5087,88.34,23,0,21.85
449,Martapura,ID,2022-05-18 17:33:35,-3.4167,114.85,78.89,100,100,3.44
450,Chapleau,CA,2022-05-18 17:33:35,47.8405,-83.4034,59.09,26,75,3.44
451,Betare Oya,CM,2022-05-18 17:33:36,5.6,14.0833,70.32,92,67,4.07
452,Duncanville,US,2022-05-18 17:28:42,32.6518,-96.9083,87.62,57,0,16.11
453,Ranir Bazar,IN,2022-05-18 17:33:36,23.8333,91.3667,74.82,96,87,8.81
454,Huarmey,PE,2022-05-18 17:33:37,-10.0681,-78.1522,70.34,75,81,8.63
455,Nador,MA,2022-05-18 17:33:37,35.174,-2.9287,75.27,83,100,5.75
456,Dafeng,CN,2022-05-18 17:33:38,23.4517,108.5881,72.28,90,100,3.24
457,Diffa,NE,2022-05-18 17:34:38,13.3154,12.6113,88.5,39,100,10.11
458,Seoul,KR,2022-05-18 17:32:55,37.5683,126.9778,60.4,68,0,6.91
459,Kovdor,RU,2022-05-18 17:34:39,67.5662,30.4758,33.8,77,100,10.56
460,Escarcega,MX,2022-05-18 17:33:12,18.6089,-90.7454,99.88,26,71,4.59
461,Prachuap Khiri Khan,TH,2022-05-18 17:34:40,12.2167,99.75,79.68,95,100,2.68
462,Port-Cartier,CA,2022-05-18 17:32:55,50.0334,-66.8654,47.75,52,96,20.76
463,Ziway,ET,2022-05-18 17:34:40,7.9333,38.7167,74.82,43,84,8.9
464,Malakal,SS,2022-05-18 17:34:41,9.5334,31.6605,91.26,35,78,2.39
465,Anadyr,RU,2022-05-18 17:34:41,64.75,177.4833,37.9,81,40,8.95
466,Grand Gaube,MU,2022-05-18 17:30:34,-20.0064,57.6608,73.8,73,70,3.0
467,Zhangjiakou,CN,2022-05-18 17:34:42,40.81,114.8794,63.9,27,80,3.29
468,Mzimba,MW,2022-05-18 17:34:42,-11.9,33.6,57.11,74,24,6.11
469,Benjamin Aceval,PY,2022-05-18 17:34:43,-24.9667,-57.5667,62.74,41,0,7.94
470,Viedma,AR,2022-05-18 17:34:44,-40.8135,-62.9967,56.07,37,68,15.61
471,Port Hedland,AU,2022-05-18 17:34:44,-20.3167,118.5667,69.85,100,28,6.91
472,Neuquen,AR,2022-05-18 17:30:24,-38.9516,-68.0591,57.09,44,0,12.66
473,Gornyy,RU,2022-05-18 17:34:45,55.1153,83.9059,59.7,60,97,1.81
474,Irbit,RU,2022-05-18 17:31:05,57.6705,63.071,51.98,72,79,6.67
475,Santander,ES,2022-05-18 17:34:03,43.4647,-3.8044,63.72,89,100,16.11
476,Iquitos,PE,2022-05-18 17:30:39,-3.7481,-73.2472,75.24,78,100,6.91
477,Cururupu,BR,2022-05-18 17:34:46,-1.8283,-44.8683,86.88,59,65,7.49
478,Te Anau,NZ,2022-05-18 17:34:46,-45.4167,167.7167,49.96,93,100,7.56
479,Niceville,US,2022-05-18 17:33:41,30.5169,-86.4822,90.37,73,75,11.5
480,Sundumbili,ZA,2022-05-18 17:34:47,-29.1337,31.3975,68.38,70,1,8.52
481,Ambulu,ID,2022-05-18 17:34:48,-8.345,113.6058,76.5,93,100,1.83
482,Falun,SE,2022-05-18 17:34:48,60.6036,15.626,63.95,41,85,10.6
483,Beloha,MG,2022-05-18 17:34:49,-25.1667,45.05,67.84,72,0,13.73
484,Fort-Shevchenko,KZ,2022-05-18 17:34:49,44.5086,50.263,63.25,62,39,6.58
485,Chara,RU,2022-05-18 17:34:50,56.9064,118.2631,45.21,77,100,3.09
486,Empalme,MX,2022-05-18 17:34:50,27.9667,-110.8167,90.36,69,0,6.91
487,Bonnyville,CA,2022-05-18 17:31:45,54.2668,-110.735,58.32,39,36,3.36
488,Yazman,PK,2022-05-18 17:34:51,29.1212,71.7446,98.06,11,0,11.39
489,Ko Samui,TH,2022-05-18 17:31:21,9.5357,99.9357,82.99,73,100,14.38
490,Ramona,US,2022-05-18 17:34:52,33.0417,-116.8681,74.75,58,0,9.22
491,Sokoni,TZ,2022-05-18 17:34:52,-6.4333,39.55,80.4,74,69,14.94
492,Longyearbyen,SJ,2022-05-18 17:34:53,78.2186,15.6401,28.24,74,75,16.11
493,Axim,GH,2022-05-18 17:34:53,4.8699,-2.2405,81.34,80,95,8.79
494,Mubende,UG,2022-05-18 17:34:54,0.5606,31.39,63.97,87,98,2.48
495,Meulaboh,ID,2022-05-18 17:34:54,4.1363,96.1285,77.92,87,98,3.15
496,Lingyuan,CN,2022-05-18 17:34:55,41.24,119.4011,57.87,49,73,6.71
497,Chiredzi,ZW,2022-05-18 17:34:55,-21.05,31.6667,67.59,66,36,7.61
498,Bilma,NE,2022-05-18 17:34:56,18.6853,12.9164,94.77,15,4,4.41
499,Chernyshevskiy,RU,2022-05-18 17:34:56,63.0128,112.4714,50.49,92,100,10.6
500,Tanout,NE,2022-05-18 17:34:57,14.9709,8.8879,91.11,11,3,3.56
501,Acajutla,SV,2022-05-18 17:34:57,13.5928,-89.8275,86.54,65,81,8.19
502,Tangshan,CN,2022-05-18 17:34:58,39.6333,118.1833,64.42,42,79,1.59
503,Odweyne,SO,2022-05-18 17:34:58,9.4092,45.064,79.99,48,100,20.67
504,Hanna,CA,2022-05-18 17:35:59,51.6334,-111.9018,54.86,42,87,11.01
505,Valparaiso,CL,2022-05-18 17:34:14,-33.0393,-71.6273,57.43,78,40,3.44
506,Morant Bay,JM,2022-05-18 17:35:59,17.8815,-76.4093,91.71,72,100,10.25
507,Puerto Varas,CL,2022-05-18 17:36:00,-41.3195,-72.9854,61.02,55,0,9.22
508,Perigueux,FR,2022-05-18 17:36:00,45.1833,0.7167,87.96,61,98,2.59
509,Cabot,US,2022-05-18 17:36:01,34.9745,-92.0165,87.1,57,75,10.36
510,Aguada De Pasajeros,CU,2022-05-18 17:36:01,22.385,-80.8508,89.4,48,77,5.06
511,San Jose,US,2022-05-18 17:32:44,37.3394,-121.895,78.49,51,20,5.75
512,Imbituba,BR,2022-05-18 17:35:22,-28.24,-48.6703,66.85,67,85,24.0
513,Boguchany,RU,2022-05-18 17:36:02,58.3814,97.4531,53.83,89,35,3.78
514,Klimovsk,RU,2022-05-18 17:36:03,55.3647,37.525,55.26,47,0,17.9
515,Kaihua,CN,2022-05-18 17:36:03,23.3687,104.28,62.02,94,83,6.17
516,Soe,ID,2022-05-18 17:36:04,-9.8607,124.284,65.03,94,74,3.96
517,Irbeyskoye,RU,2022-05-18 17:36:04,55.6428,95.4522,60.31,73,99,3.6
518,Port Hardy,CA,2022-05-18 17:36:05,50.6996,-127.4199,46.58,87,100,12.66
519,Great Falls,US,2022-05-18 17:33:42,47.5002,-111.3008,61.99,26,75,14.97
520,Moengo,SR,2022-05-18 17:36:05,5.6167,-54.4,85.05,61,98,6.67
521,Akureyri,IS,2022-05-18 17:36:06,65.6835,-18.0878,48.13,93,100,4.61
522,Parksville,CA,2022-05-18 17:33:49,49.3163,-124.3195,53.56,87,100,11.5
523,Salinopolis,BR,2022-05-18 17:36:07,-0.6136,-47.3561,82.6,82,67,8.25
524,Puerto Cabezas,NI,2022-05-18 17:36:07,14.0351,-83.3888,84.16,89,75,4.61
525,Jieshou,CN,2022-05-18 17:36:07,33.2634,115.3611,66.34,64,100,8.19
526,Uglovka,RU,2022-05-18 17:36:08,58.2392,33.5108,44.51,70,98,6.08
527,Aksu,CN,2022-05-18 17:36:08,41.1231,80.2644,75.81,21,34,2.8
528,Kaniama,CD,2022-05-18 17:36:09,-7.5667,24.1833,77.07,53,100,4.76
529,Quatre Cocos,MU,2022-05-18 17:36:09,-20.2078,57.7625,73.51,68,84,15.66
530,Lanzhou,CN,2022-05-18 17:36:10,36.0564,103.7922,61.02,58,79,3.47
531,Scarborough,GB,2022-05-18 17:32:27,54.2797,-0.4044,63.91,70,100,8.99
532,Haradok,BY,2022-05-18 17:36:10,55.4624,29.9816,59.11,71,80,6.33
533,Salta,AR,2022-05-18 17:34:21,-24.7859,-65.4117,63.19,63,0,8.01
534,Oriximina,BR,2022-05-18 17:36:11,-1.7656,-55.8661,84.36,71,84,2.1
535,Wairoa,NZ,2022-05-18 17:36:12,-39.0333,177.3667,55.54,99,100,4.52
536,Inirida,CO,2022-05-18 17:36:12,3.8653,-67.9239,77.92,95,100,3.13
537,Pullman,US,2022-05-18 17:36:12,46.7313,-117.1796,52.84,73,100,5.99
538,Strakonice,CZ,2022-05-18 17:36:13,49.2614,13.9024,70.09,72,12,8.3
539,Trzcianka,PL,2022-05-18 17:36:13,53.0406,16.4563,56.1,56,62,6.49
540,Angoram,PG,2022-05-18 17:36:14,-4.0625,144.0661,72.77,93,23,1.39
541,Changping,CN,2022-05-18 17:36:14,40.2186,116.2197,67.64,29,99,4.03
542,Laukaa,RU,2022-05-18 17:36:15,58.7372,29.8453,52.56,46,22,9.98
543,Yaan,NG,2022-05-18 17:36:15,7.3833,8.5667,83.19,67,79,4.68
544,Atasu,KZ,2022-05-18 17:36:16,48.6814,71.6433,59.34,77,55,4.5
545,Atakpame,TG,2022-05-18 17:36:16,7.5333,1.1333,83.91,56,100,4.07
546,Novopokrovka,UA,2022-05-18 17:36:17,49.8425,36.5477,47.88,86,72,7.81
547,Bubaque,GW,2022-05-18 17:36:18,11.2833,-15.8333,79.25,84,23,15.12
548,Leningradskiy,RU,2022-05-18 17:36:18,69.3833,178.4167,33.57,99,100,2.35
549,Daru,PG,2022-05-18 17:36:19,-9.0763,143.2092,78.44,81,12,7.23
